state,year,region,pcap,hwy,water,util,pc,gsp,emp,unemp
ARKANSAS,1973,7,8399.59,3894.77,691.76,3813.06,21654.02,18825,614.5,4.1
ARKANSAS,1974,7,8512.05,3985.99,726.62,3799.44,22635.84,19287,640.7,4.8
ARKANSAS,1975,7,8651.26,4051.66,742.5,3857.1,23519.27,19024,623.8,9.5
ARKANSAS,1976,7,8921.91,4185.4,761.38,3975.13,26158.59,20277,660,7.1
ARKANSAS,1977,7,9234.85,4316.52,793.54,4124.79,26716.93,21410,695.6,6.6
ARKANSAS,1978,7,9374.54,4405.68,821.01,4147.86,27428.45,23063,732.7,6.4
ARKANSAS,1979,7,9554.83,4483.21,859.23,4212.4,28394.22,23501,749.4,6.2
ARKANSAS,1980,7,9705.24,4531.36,890.41,4283.48,29476.51,23210,742.3,7.6
ARKANSAS,1981,7,9872.87,4608.72,916.68,4347.47,31235.95,24134,740.1,9.1
ARKANSAS,1982,7,9919.35,4681.5,905.92,4331.93,32008.74,23462,720.1,9.8
ARKANSAS,1983,7,9861.76,4662.68,934.14,4264.94,32385.62,24415,741.3,10
ARKANSAS,1984,7,9754.55,4654.37,934.6,4165.58,32625.51,26512,780.2,8.9
ARKANSAS,1985,7,9675.47,4639.3,947.04,4089.13,33229.46,27159,797.1,8.7
ARKANSAS,1986,7,9787.2,4652.71,960.66,4173.84,32889.3,28168,813.8,8.7
COLORADO,1970,8,11402.52,4403.21,2165.03,4834.28,23709.75,25689,750.2,4.4
COLORADO,1971,8,11682.06,4535.52,2166.21,4980.33,25186.8,27341,787,4
COLORADO,1972,8,12010.91,4757.59,2133.49,5119.84,26010.17,29624,869.4,3.6
COLORADO,1973,8,12473.28,4982.21,2206.43,5284.65,27387.44,32417,936,3.4
COLORADO,1974,8,12964.14,5143.73,2312.49,5507.92,28763.31,33039,959.7,3.8
COLORADO,1975,8,13483.92,5223.11,2464.28,5796.53,29939.43,33593,963.5,6.9
COLORADO,1976,8,14090.24,5318.1,2617.61,6154.52,34680.9,35223,1003.4,5.9
COLORADO,1977,8,14736.89,5463.79,2747.31,6525.79,35116.03,37429,1058.1,6.2
COLORADO,1978,8,15240.49,5598.49,2887.92,6754.09,36213.58,40522,1150,5.6
COLORADO,1979,8,15711.11,5705.99,3078.37,6926.75,37674.72,42917,1218,4.8
COLORADO,1980,8,16272.57,5766.89,3274.49,7231.19,39349.98,43888,1251.1,5.9
COLORADO,1981,8,16692.71,5820.52,3564.34,7307.84,45660.95,44695,1295.2,5.5
COLORADO,1982,8,17027.51,5846.02,3719.04,7462.46,47010.56,45252,1316.6,7.7
COLORADO,1983,8,17388.99,5877.85,3898.86,7612.28,47724.11,46523,1327.2,6.6
COLORADO,1984,8,17785.25,5942.8,4000.29,7842.15,48372.91,49332,1402.3,5.6
COLORADO,1985,8,18327.11,6057.5,4153.07,8116.55,49793.31,50820,1418.7,5.9
COLORADO,1986,8,18889.54,6148.8,4340.24,8400.5,47485.05,51781,1408.3,7.4
CONNECTICUT,1970,1,15865.66,7237.14,2208.1,6420.42,24082.38,38880,1197.5,5.6
CONNECTICUT,1971,1,16559.99,7312.24,2406.84,6840.91,25147.44,38515,1164.3,8.9
CONNECTICUT,1972,1,17346.79,7407.46,2642.54,7296.8,26191.58,40037,1190.4,8.2
CONNECTICUT,1973,1,17803.12,7492.12,2741.16,7569.84,27301.99,42157,1238.7,5.7
CONNECTICUT,1974,1,18225.2,7550.75,2881,7793.45,28832.91,41827,1264,6.2
CONNECTICUT,1975,1,18686.78,7585.56,3027.33,8073.9,30306.1,39870,1223.4,9.1
CONNECTICUT,1976,1,18871.06,7587.34,3104.13,8179.59,27628.42,41326,1239.7,9.5
CONNECTICUT,1977,1,18798.54,7501.72,3166.91,8129.91,28268.33,42976,1282.3,7
CONNECTICUT,1978,1,18566.24,7352.08,3194.03,8020.13,29207.04,44844,1346.1,5.3
CONNECTICUT,1979,1,18487.06,7274.07,3294.94,7918.05,30449.45,46008,1398,5.1
CONNECTICUT,1980,1,18385.98,7192,3387.26,7806.72,31844.08,45949,1426.8,5.9
CONNECTICUT,1981,1,18271.34,7103.85,3396.82,7770.67,31895.65,47397,1438.7,6.2
CONNECTICUT,1982,1,18030.08,7017.05,3371.93,7641.11,32967.44,47241,1429.8,6.9
CONNECTICUT,1983,1,17739.88,6959.31,3332.92,7447.65,33668.53,50594,1446.5,6
CONNECTICUT,1984,1,17494.36,6890.73,3300.44,7303.19,34439.31,55117,1520.5,4.6
CONNECTICUT,1985,1,17317.13,6861.64,3313.05,7142.44,35816.37,58263,1562.3,4.9
CONNECTICUT,1986,1,17290.61,6878.14,3314.55,7097.92,40413.22,61750,1604.2,3.8
DELAWARE,1970,5,4250.95,2078.95,234.23,1937.77,6108.14,6863,216.8,4.8
DELAWARE,1971,5,4405.91,2076.73,230.51,2098.67,6361.22,7399,224.9,5.7
DELAWARE,1972,5,4560.71,2105.3,233.59,2221.82,6602.65,7829,232.4,4.7
DELAWARE,1973,5,4725.12,2125.88,283.84,2315.4,6892.09,8604,239.4,4.6
DELAWARE,1974,5,4927.52,2195.49,324.32,2407.71,7263.84,7777,233.1,6
DELAWARE,1975,5,4988.37,2197.46,349.68,2441.23,7624.03,7625,229.9,9.7
DELAWARE,1976,5,4959.87,2161.42,358.6,2439.86,7706.19,8061,236.7,8.9
DELAWARE,1977,5,4958.47,2158.95,400.11,2399.41,7845.75,8313,238.8,8.4
DELAWARE,1978,5,4954.21,2134.89,440.95,2378.38,8100.95,8390,247.8,7.5
DELAWARE,1979,5,4936.91,2103.91,482.11,2350.89,8435.96,8360,256.7,8
DELAWARE,1980,5,4868.74,2071.23,488.36,2309.14,8811.38,8200,259.2,7.7
DELAWARE,1981,5,4825.97,2050.14,491.43,2284.4,9049.52,8344,259.2,7.9
DELAWARE,1982,5,4786.37,2038.78,487.77,2259.82,9327.72,8435,259.2,8.5
DELAWARE,1983,5,4768.17,2029.77,482.47,2255.93,9486.76,8883,266.1,8.1
DELAWARE,1984,5,4743.86,2037.26,483.3,2223.3,9630.61,9347,280,6.2
DELAWARE,1985,5,4731.49,2043.62,490.68,2197.2,9921.23,9699,293.4,5.3
DELAWARE,1986,5,4716.73,2052.16,492.03,2172.53,10655,10072,303.2,4.3
FLORIDA,1970,5,29696.86,12622.3,4174.89,12899.67,57178.05,69641,2152.1,4.4
FLORIDA,1971,5,30683.09,12873.62,4282.97,13526.49,60238.01,73170,2276.4,4.9
FLORIDA,1972,5,32089.12,13424.21,4318.05,14346.86,62873.97,81313,2513.1,4.5
FLORIDA,1973,5,33480.99,13999.7,4268.38,15212.91,66432.27,90897,2778.6,4.3
FLORIDA,1974,5,34650.29,14586.91,4281.73,15781.65,70452.68,92163,2863.8,6.2
FLORIDA,1975,5,36103.75,15075.13,4446.11,16582.51,73809.64,89502,2746.4,11
FLORIDA,1976,5,37942.61,15538.54,4726.01,17678.06,87196.5,90957,2784.3,9
FLORIDA,1977,5,39393.89,15790.7,5404.47,18198.72,88699.63,95449,2933.2,8.2
FLORIDA,1978,5,40859.4,15985.09,6123.84,18750.48,91517.51,103064,3180.6,6.6
FLORIDA,1979,5,42107.13,16220.82,6625.71,19260.59,95108.5,109121,3381.2,6
FLORIDA,1980,5,43192.98,16457.76,6998.35,19736.88,99248.64,113857,3576.2,5.9
FLORIDA,1981,5,44311.68,16724.87,7430.67,20156.15,108486.86,118145,3736,6.8
FLORIDA,1982,5,45492,16952.95,7814.59,20724.45,111867.96,118301,3761.9,8.2
FLORIDA,1983,5,47116.82,17282.36,8183.58,21650.87,113951.55,126322,3905.4,8.6
FLORIDA,1984,5,48538.98,17597.76,8483.89,22457.33,116417.2,136572,4204.2,6.3
FLORIDA,1985,5,50336.63,17888.08,8767.52,23681.04,120719.68,145171,4410,6
FLORIDA,1986,5,52309.37,18290.06,9172.05,24847.26,135673.02,152269,4599.4,5.7
GEORGIA,1970,5,18270.44,7999.19,2092.77,8178.48,41597.8,43105,1557.5,4.1
GEORGIA,1971,5,19275.62,8213.17,2148.43,8914.03,43732.94,45438,1602.9,3.9
GEORGIA,1972,5,20167.45,8433.38,2165.53,9568.54,45402.82,49402,1695.2,4.1
GEORGIA,1973,5,21015.05,8676.01,2267.56,10071.47,47422.01,52824,1802.5,3.9
GEORGIA,1974,5,21882.27,9004.13,2519.94,10358.19,49969.83,52390,1827.5,5
GEORGIA,1975,5,22713.54,9192.85,2797.47,10723.22,52261.84,50900,1755.7,8.6
GEORGIA,1976,5,23556.37,9445.52,3029.37,11081.48,56287.82,54469,1839.1,8.1
GEORGIA,1977,5,24124.15,9623.51,3177.03,11323.6,56992.14,58085,1926.4,6.9
GEORGIA,1978,5,24622.13,9745.86,3240.48,11635.78,58642.67,61607,2050.1,5.7
GEORGIA,1979,5,25631.2,10054.77,3347.57,12228.86,60866.47,63825,2127.5,5.1
GEORGIA,1980,5,26685.37,10289.71,3461.48,12934.18,63341.08,64216,2159.4,6.4
GEORGIA,1981,5,27546.85,10501.58,3574.39,13470.89,67537.87,66352,2198.6,6.4
GEORGIA,1982,5,28209.03,10620.04,3669.58,13919.41,69347.75,66766,2201.5,7.8
GEORGIA,1983,5,28996.86,10985.78,3808.7,14202.38,70436.24,71485,2279.5,7.5
GEORGIA,1984,5,29702.75,11236.24,3896.84,14569.68,71624.33,78797,2448.7,6
GEORGIA,1985,5,30068.26,11292.92,3926.96,14848.38,73979.66,83461,2569.8,6.5
GEORGIA,1986,5,30991.33,11563.64,4024.23,15403.46,83458.28,88827,2672.4,5.9
ILLINOIS,1970,3,52197.49,23582.87,6361.94,22252.68,114860.83,145792,4345.6,4.1
ILLINOIS,1971,3,53805.62,23841.66,6579.1,23384.86,119783.11,148503,4296.4,5.1
ILLINOIS,1972,3,55540.36,24602.76,6675.74,24261.85,124239.59,154413,4314.8,5.1
ILLINOIS,1973,3,57288.3,25448.17,6807.99,25032.14,129514.1,163125,4466.9,4.1
ILLINOIS,1974,3,58984.18,25806.09,7107,26071.09,136292.35,161725,4545.7,4.5
ILLINOIS,1975,3,60139.25,26068.87,7342.22,26728.17,142558.62,157366,4418.9,7.1
ILLINOIS,1976,3,61104.4,26325.26,7522.85,27256.29,140831.43,163112,4565.7,6.5
ILLINOIS,1977,3,62200.83,26835.52,7669.6,27695.71,146285.62,168627,4655.5,6.2
ILLINOIS,1978,3,63096.48,27300.22,8004.98,27791.28,150855.46,173767,4788.8,6
ILLINOIS,1979,3,63642.81,27247.22,8491.35,27904.24,156751.98,173817,4880,5.5
ILLINOIS,1980,3,64003.03,27237.54,9047.41,27718.08,163355.48,165722,4850.3,8.3
ILLINOIS,1981,3,64549.3,27406.33,9523.64,27619.33,150688.85,166029,4732.3,8.5
ILLINOIS,1982,3,65064.2,27568.5,10218,27277.69,154806.13,159778,4593.3,11
ILLINOIS,1983,3,64751.99,27483,10436.04,26832.94,157095.8,160856,4530.6,11
ILLINOIS,1984,3,64460.25,27590.53,10485.73,26383.99,159388,173602,4672.3,9.1
ILLINOIS,1985,3,64487.38,27811.57,10532.95,26142.86,164794.5,178493,4755.3,9
ILLINOIS,1986,3,64726.05,28101.57,10577.77,26046.72,161198.99,183849,4790.7,8.1
INDIANA,1970,3,20813.65,8904.96,2814.86,9093.83,63646.79,56769,1849,5
INDIANA,1971,3,21665.6,9140.25,2919.6,9605.74,65528.57,58540,1841.1,5.7
INDIANA,1972,3,22368.04,9391.29,2929.94,10046.81,67722.97,61613,1921.9,4.5
INDIANA,1973,3,23230.94,9696.29,2947.49,10587.15,70189.83,66534,2028.1,4.2
INDIANA,1974,3,23652.3,9913.98,2918.14,10820.17,73448.9,64313,2031.4,5.9
INDIANA,1975,3,23945.55,10038.12,2932.54,10974.88,76823.26,61200,1941.7,8.6
INDIANA,1976,3,24259.12,10178.36,3017.66,11063.1,74736.15,65479,2023.8,6.1
INDIANA,1977,3,24506.31,10409.08,3014.11,11083.12,77477.95,68832,2114,5.7
INDIANA,1978,3,24639.62,10518.94,3026.38,11094.31,79763.07,71717,2205.5,5.7
INDIANA,1979,3,24744.99,10536,3082.76,11126.23,82742.13,72047,2236.3,6.4
INDIANA,1980,3,24799.68,10574.03,3142.24,11083.41,86012.21,67930,2129.5,9.6
INDIANA,1981,3,24976.64,10619.58,3210.15,11146.9,80364.43,68135,2114.4,10
INDIANA,1982,3,25108.79,10618.71,3297.4,11192.68,82361.44,64042,2028,12
INDIANA,1983,3,24983.98,10558.11,3284.13,11141.74,83359.59,65211,2029.5,11
INDIANA,1984,3,24835.6,10481.99,3311.04,11042.58,83946.98,70975,2122.3,8.6
INDIANA,1985,3,24905.94,10532.65,3376.2,10997.08,85849.71,73392,2168.6,7.9
INDIANA,1986,3,24924.85,10567.2,3377.17,10980.47,87053.98,75924,2221.8,6.8
IOWA,1970,4,14728.51,8684.87,1377.5,4666.14,33400.46,29173,876.9,3.7
IOWA,1971,4,15311.03,8926.99,1451.36,4932.67,34819.44,29312,882.7,4.2
IOWA,1972,4,15657.48,9144.08,1508.06,5005.33,35846.9,31159,912.3,3.6
IOWA,1973,4,16006.47,9424.4,1508.45,5073.62,37693.89,33798,961.3,2.9
IOWA,1974,4,16159.2,9571.66,1518,5069.54,39460.57,33591,999,3
IOWA,1975,4,16414.32,9677.48,1567.76,5169.08,41068.52,34378,998.7,4.3
IOWA,1976,4,16766.52,9770.03,1682.16,5314.33,43868.88,35752,1036.9,4
IOWA,1977,4,17166.76,9948.06,1822.71,5395.98,46649.69,37277,1079.2,4
IOWA,1978,4,17407.43,10038.99,1972.05,5396.38,47977.54,39087,1119.2,4
IOWA,1979,4,17722.68,10112.22,2114.49,5495.97,49653.76,39863,1131.7,4.1
IOWA,1980,4,17928.92,10183.36,2148.16,5597.4,51530.31,38919,1109.9,5.8
IOWA,1981,4,18050.52,10188.72,2154.55,5707.25,47985.77,40630,1088.6,6.9
IOWA,1982,4,18141.76,10187.89,2132.8,5821.07,48698.55,37634,1041.9,8.5
IOWA,1983,4,18240.5,10187.06,2184.02,5869.42,48731.5,35937,1040.4,8.1
IOWA,1984,4,18203.48,10197.84,2252.53,5753.11,48741.81,38704,1074.7,7
IOWA,1985,4,18288.61,10286.39,2319.88,5682.34,49781.83,39344,1074.2,8
IOWA,1986,4,18436.18,10397.5,2393.84,5644.84,43209.95,40425,1073.8,7
KANSAS,1970,4,11115.57,5988.83,1449.42,3677.32,33207.74,26311,678.8,4.8
KANSAS,1971,4,11595.03,6098.1,1515.59,3981.34,34117.09,26950,677.8,5.5
KANSAS,1972,4,11854.06,6226.46,1527.8,4099.8,34862.71,28330,717.5,4
KANSAS,1973,4,12137.4,6368.52,1513.71,4255.17,36179.12,29486,763.3,3.1
KANSAS,1974,4,12412.46,6488.52,1542.5,4381.44,37588.65,29506,790,3.5
KANSAS,1975,4,12792.34,6542.8,1599.35,4650.19,38828.22,29530,801.2,4.6
KANSAS,1976,4,13023.89,6628.42,1632.99,4762.47,41282.58,30655,834.8,4.2
KANSAS,1977,4,13386.6,6753.55,1691.7,4941.35,41246.04,31032,871,4.1
KANSAS,1978,4,13726.24,6830.98,1757.29,5137.97,42277.86,32232,912.5,3
KANSAS,1979,4,14157.68,6863.58,1838.2,5455.9,43689.61,33680,946.8,3.4
KANSAS,1980,4,14479.94,6919.83,1889.43,5670.69,45281.71,32844,944.7,4.5
KANSAS,1981,4,14855.02,7018.71,1953.03,5883.27,47858.83,33707,949.7,4.2
KANSAS,1982,4,15082.15,7104.16,2018.15,5959.84,49569.38,33287,921.4,6.3
KANSAS,1983,4,15062.88,7150.68,2053.86,5858.35,49688.66,33638,921.6,6.1
KANSAS,1984,4,15116.06,7177.68,2121.44,5816.94,49959.27,35582,960.8,5.2
KANSAS,1985,4,15145.49,7222.85,2181.94,5740.71,51037.85,36560,967.9,5
KANSAS,1986,4,15216.66,7310.79,2232.58,5673.29,51347.26,37783,984.8,5.4
MAINE,1970,1,3868.87,2206.79,482.69,1179.39,9305.13,8844,332.2,5.7
MAINE,1971,1,3999.86,2256.43,494.98,1248.46,9582.6,8958,332.3,7.6
MAINE,1972,1,4167.61,2335.08,505.6,1326.92,9906.21,9449,343.7,7
MAINE,1973,1,4272.26,2427.57,515.68,1329.01,10255.45,9949,354.8,5.9
MAINE,1974,1,4394.33,2485.16,549.75,1359.42,10747.95,9976,361.5,6.7
MAINE,1975,1,4529.86,2515.26,579.48,1435.12,11224.5,9672,356.9,10
MAINE,1976,1,4593.66,2518.41,610.57,1464.69,11017.15,10555,375.3,8.9
MAINE,1977,1,4662.84,2521.78,673.27,1467.79,11201.57,10916,387.8,8.4
MAINE,1978,1,4813.68,2531.39,862.79,1419.5,11494.06,11434,405.6,6.2
MAINE,1979,1,4931.13,2541.84,983.92,1405.36,11929.56,11765,415.9,7.2
MAINE,1980,1,4991.87,2553.75,1023.49,1414.64,12404.6,11731,418.3,7.8
MAINE,1981,1,5009.05,2559.1,1040.72,1409.24,11733.6,12013,419.2,7.2
MAINE,1982,1,4976.6,2536.96,1032.93,1406.72,12095.07,12099,415.5,8.6
MAINE,1983,1,4952.99,2540.19,1023.46,1389.35,12308.54,12813,425,9
MAINE,1984,1,4941.74,2536.66,1017.56,1387.53,12475.82,13652,445.7,6.1
MAINE,1985,1,4942.55,2526.87,1037.07,1378.6,12817.15,14238,458.4,5.4
MAINE,1986,1,4939.7,2535.26,1044.48,1359.97,13919.23,15056,477.4,5.3
MARYLAND,1970,5,19145.01,7466.91,4107.45,7570.64,29115.59,42971,1349.2,3.3
MARYLAND,1971,5,20023.61,7761.21,4151.61,8110.79,30631.2,44111,1371.5,4.2
MARYLAND,1972,5,21126.69,8191.56,4165.89,8769.25,31964.23,46121,1415,4.7
MARYLAND,1973,5,22060.79,8386.45,4296.63,9377.71,33413.53,48728,1471.5,3.5
MARYLAND,1974,5,23017.84,8733.95,4422.23,9861.66,35364.63,48514,1493.6,3.7
MARYLAND,1975,5,24189.5,9088.64,4637.77,10463.09,37135.88,47751,1479.3,6.9
MARYLAND,1976,5,25322.85,9328.2,4974.62,11020.03,35089.36,49228,1498.3,6.8
MARYLAND,1977,5,26238.15,9610.83,5189.16,11438.15,35875.05,50507,1545.6,6.1
MARYLAND,1978,5,26910.22,9813.67,5266.61,11829.94,37068.32,52317,1625.8,5.6
MARYLAND,1979,5,27644.44,9951.82,5454.99,12237.64,38627.83,52804,1691.3,5.9
MARYLAND,1980,5,28081.96,10018,5557.2,12506.75,40397.33,52361,1711.8,6.5
MARYLAND,1981,5,28715.84,10118.32,5713.03,12884.49,40578.02,53231,1715.8,7.3
MARYLAND,1982,5,28850.43,10160.71,5787.9,12901.82,41844.34,52583,1675.8,8.4
MARYLAND,1983,5,29101.83,10461.03,5776.88,12863.92,42589.53,55323,1724.1,6.9
MARYLAND,1984,5,29214.12,10668.97,5683.73,12861.42,43493.99,58925,1814,5.4
MARYLAND,1985,5,29451.52,10845.28,5946.06,12660.18,45119.15,62179,1887.8,4.6
MARYLAND,1986,5,29577.46,10983.19,5892.33,12701.94,49257.92,65408,1952,4.5
MASSACHUSETTS,1970,1,21923.28,8541.89,2240.2,11141.18,37917.57,64429,2243.5,4.6
MASSACHUSETTS,1971,1,23177.83,8871.26,2363.06,11943.51,39727.03,65276,2211.4,6.6
MASSACHUSETTS,1972,1,24385.09,9022.56,2540.81,12821.72,41461.37,68096,2251.7,6.4
MASSACHUSETTS,1973,1,25765.21,9033.16,2755.1,13976.94,43388.76,70876,2333.5,6.7
MASSACHUSETTS,1974,1,27100.33,9074.66,2863.37,15162.3,45943.04,68955,2353.7,7.2
MASSACHUSETTS,1975,1,28204.28,9114.56,2980.54,16109.18,48221.47,66448,2273.1,11
MASSACHUSETTS,1976,1,28752.82,9101.4,3198.66,16452.76,45024.55,68467,2323.5,9.5
MASSACHUSETTS,1977,1,29171.97,9098.1,3366.41,16707.46,46061.69,71258,2416,8.1
MASSACHUSETTS,1978,1,29202.12,9123.64,3466.1,16612.37,47564.53,73575,2526.3,6.1
MASSACHUSETTS,1979,1,29455.5,9169.85,3718.09,16567.56,49564.81,75180,2603.5,5.5
MASSACHUSETTS,1980,1,29999.21,9146.15,4015.43,16837.63,51862.37,75289,2652.2,5.6
MASSACHUSETTS,1981,1,30166.12,9094.17,4216.05,16855.91,54146.22,77490,2668.3,6.4
MASSACHUSETTS,1982,1,30190.87,9076.55,4277.85,16836.47,55990.97,77166,2638,7.9
MASSACHUSETTS,1983,1,30221.77,9034.17,4320.64,16866.96,57244.08,82489,2692.5,6.9
MASSACHUSETTS,1984,1,30352.69,9031.48,4381.02,16940.19,58684.77,90684,2851.8,4.8
MASSACHUSETTS,1985,1,30497.51,9004.18,4451.55,17041.78,61180.21,96698,2926,3.9
MASSACHUSETTS,1986,1,30795.56,8984.76,4558.94,17251.86,69574.24,102279,2984.8,3.8
MICHIGAN,1970,3,44684.82,17924.92,8380.48,18379.42,84755.95,102172,2999,6.7
MICHIGAN,1971,3,45993.77,18238.74,8564.69,19190.33,87827.03,107116,2995,7.6
MICHIGAN,1972,3,46772.91,18423.57,8947.32,19402.02,91039.26,113837,3118.9,7
MICHIGAN,1973,3,47923.55,18834.46,9556.35,19532.75,94302.49,122991,3284.3,5.8
MICHIGAN,1974,3,48793.43,19160.95,9887.32,19745.17,99072.42,115796,3277.6,8.7
MICHIGAN,1975,3,49789.59,19397.17,10081.01,20311.41,103711.23,109217,3136.6,13
MICHIGAN,1976,3,50687.49,19591.79,10233.82,20861.88,104330.83,119929,3283,9.4
MICHIGAN,1977,3,51302.34,19800.72,10369.21,21132.41,106687.08,129279,3442.3,8.2
MICHIGAN,1978,3,51494.34,19980.26,10350.29,21163.79,109995.68,135247,3609.4,6.9
MICHIGAN,1979,3,51707.36,20002.83,10486.26,21218.27,114436.69,132845,3637.1,7.8
MICHIGAN,1980,3,51922.35,19996.38,10644.23,21281.74,119398.08,121360,3442.8,12
MICHIGAN,1981,3,52276.4,20024.11,10900.24,21352.04,112346.2,118356,3364.4,12
MICHIGAN,1982,3,51955.88,19881.31,10758.53,21316.04,115911.34,108627,3193.3,16
MICHIGAN,1983,3,51305.62,19714.51,10578.52,21012.58,118105.75,114259,3223.1,14
MICHIGAN,1984,3,50724.55,19505.44,10584.32,20634.78,119778.97,123886,3381,11
MICHIGAN,1985,3,50392.79,19397.92,10390.41,20604.47,123249.89,131417,3561.5,9.9
MICHIGAN,1986,3,49879.29,19184.17,10178.05,20517.06,125148.83,136433,3657.3,8.8
MINNESOTA,1970,4,21948.43,10284.33,3682.74,7981.36,43287.56,41734,1315.3,4.2
MINNESOTA,1971,4,23056.36,10735.9,3740.41,8580.04,45132.89,42467,1310.2,4.4
MINNESOTA,1972,4,24023.53,11014.64,3790.75,9218.14,46882.97,44123,1357.1,4.3
MINNESOTA,1973,4,24731.18,11172.43,3809.76,9748.98,48841.94,47805,1436.1,4.4
MINNESOTA,1974,4,25333.93,11367.22,3945.05,10021.65,51426.02,47482,1481,4.3
MINNESOTA,1975,4,25910.97,11555.19,3999.7,10356.08,53798.39,46967,1474.4,5.9
MINNESOTA,1976,4,26485.99,11620.28,4141.07,10724.65,49634.58,48795,1520.9,5.9
MINNESOTA,1977,4,27080.21,11748.5,4290.67,11041.03,51784.08,51661,1597.3,5.1
MINNESOTA,1978,4,27464.67,11880.62,4455.08,11128.96,53517.11,54138,1689.3,3.8
MINNESOTA,1979,4,27832.95,11985.82,4611.99,11235.14,55679.83,56239,1767,4.2
MINNESOTA,1980,4,28055.27,12074.92,4721.44,11258.9,58050.22,55874,1770.2,5.9
MINNESOTA,1981,4,28460.94,12164.09,4787.78,11509.07,58041.33,56748,1761.3,5.5
MINNESOTA,1982,4,28590.72,12212.26,4834.17,11544.29,59374.92,55919,1707.3,7.8
MINNESOTA,1983,4,28694.1,12279.25,4914.92,11499.93,59871.42,57167,1718.4,8.2
MINNESOTA,1984,4,28718.02,12413.96,4898.92,11405.14,60369.4,62730,1819.8,6.3
MINNESOTA,1985,4,28959.43,12569.74,4852.34,11537.35,61935.21,65463,1864.8,6
MINNESOTA,1986,4,29241,12752.43,4809.57,11679.01,60525.85,68117,1892.5,5.3
MISSISSIPPI,1970,6,10016.07,4936.56,824.65,4254.87,22569.14,17306,583.9,4.8
MISSISSIPPI,1971,6,10497.82,5114.5,861.51,4521.82,23557.96,18027,602.2,4.8
MISSISSIPPI,1972,6,10844.14,5323.04,887.66,4633.44,24157.5,19340,649.3,3.9
MISSISSIPPI,1973,6,11076.23,5491.42,923.12,4661.69,24473.04,20605,693.2,3.6
MISSISSIPPI,1974,6,11239.45,5639.29,951.12,4649.04,25485.57,20208,710.8,4.1
MISSISSIPPI,1975,6,11515.56,5738.05,1011.4,4766.11,26426.83,20184,692.3,8.3
MISSISSIPPI,1976,6,11799.74,5844.97,1072.13,4882.64,28130.16,22282,727.5,6.6
MISSISSIPPI,1977,6,12061.45,6029.9,1100.06,4931.48,28447.98,23628,765.9,7.4
MISSISSIPPI,1978,6,12274.39,6182.76,1101.6,4990.03,29243.06,24880,813.7,7.1
MISSISSIPPI,1979,6,12384.91,6224.01,1135.35,5025.54,30326.78,25611,838.1,5.8
MISSISSIPPI,1980,6,12454.04,6267.28,1122.82,5063.94,31541.4,25082,829.3,7.5
MISSISSIPPI,1981,6,12547.36,6352.24,1111.96,5083.17,32193.92,26017,819.1,8.3
MISSISSIPPI,1982,6,12603.35,6422.29,1117.05,5064.02,33198.66,25537,790.9,11
MISSISSIPPI,1983,6,12613.88,6517.93,1129.55,4966.4,33751.34,25570,792.8,13
MISSISSIPPI,1984,6,12509.37,6583.29,1117.48,4808.6,34052.06,27342,820.8,11
MISSISSIPPI,1985,6,12430.11,6621.01,1108.22,4700.88,34822.24,27778,838.9,10
MISSISSIPPI,1986,6,12411.36,6654.31,1138.91,4618.14,34116.19,27987,848.2,12
