state,year,region,pcap,hwy,water,util,pc,gsp,emp,unemp
ARIZONA,1973,8,11598.26,4963.46,1647.88,4986.92,27304.64,25244,714.5,4.1
ARIZONA,1974,8,12129.06,5071.38,1678,5379.69,28829.44,25698,746,5.6
ARIZONA,1975,8,12929.06,5163.41,1764.87,6000.77,30243.29,24915,729.1,12
ARIZONA,1976,8,13603.89,5249.82,1910.43,6443.63,29384.15,26041,758.7,9.8
ARIZONA,1977,8,14175.42,5358.45,1973.48,6843.5,30072.6,28110,809.3,8.2
ARIZONA,1978,8,14812.04,5470,2038.3,7303.73,31139.49,31062,895.4,6.1
ARIZONA,1979,8,15547.62,5603.12,2132.49,7812.01,32377.41,33943,979.9,5.1
ARIZONA,1980,8,16344.9,5720.38,2165.64,8458.88,33769.92,34708,1014,6.7
ARIZONA,1981,8,17088.3,5816.05,2265.42,9006.84,36387.15,35244,1040.8,6.1
ARIZONA,1982,8,17650.57,5918.5,2377.2,9354.87,37332.09,33603,1029.8,9.9
ARIZONA,1983,8,18108.24,6019.87,2513.38,9574.99,37829.83,35963,1077.8,9.1
ARIZONA,1984,8,18792.09,6101.45,2574.78,10115.86,38330.02,40010,1181.9,5
ARIZONA,1985,8,19414.85,6282.51,2737.37,10394.97,39246.83,43350,1278.6,6.5
ARIZONA,1986,8,20212.42,6553.4,2923.15,10735.88,44189.19,46058,1337.8,6.9
CALIFORNIA,1970,9,128545.36,42961.31,17837.26,67746.79,172791.92,263933,6946.2,7.2
CALIFORNIA,1971,9,132263.33,44768.37,18448.04,69046.92,180864.28,265600,6917,8.8
CALIFORNIA,1972,9,134451.52,46045.52,18813.82,69592.17,187587.86,281159,7209.9,7.6
CALIFORNIA,1973,9,135988.4,47064.46,19084.52,69839.43,193535.82,293735,7621.9,7
CALIFORNIA,1974,9,136827.29,47572.52,19092.78,70162,204096.43,298408,7834.3,7.7
CALIFORNIA,1975,9,138487.39,47699.42,19654.53,71133.44,213216.84,304518,7847.2,9.9
CALIFORNIA,1976,9,139514.18,47568.65,20346.64,71598.89,221958.93,320160,8154.2,9.2
CALIFORNIA,1977,9,139910.22,47137.99,21014.45,71757.78,226544.27,338040,8599.7,8.2
CALIFORNIA,1978,9,139408.84,46472.4,21556.85,71379.6,233936.43,359603,9199.8,7.1
CALIFORNIA,1979,9,140217.32,46132.47,22297.31,71787.54,243776.26,374928,9664.6,6.2
CALIFORNIA,1980,9,139776.97,45597.88,22925.93,71253.16,255305.95,380221,9848.8,6.8
CALIFORNIA,1981,9,139662.44,45042.91,23291.36,71328.17,286402.55,378436,9985.3,7.4
CALIFORNIA,1982,9,139232.39,44490.48,23502.43,71239.48,297844.03,372541,9810.3,9.9
CALIFORNIA,1983,9,138535.66,44027.17,23828.67,70679.82,305210.16,390528,9965.8,9.7
CALIFORNIA,1984,9,138101.55,43826.52,23841.32,70433.71,312008.57,420525,10574,7.8
CALIFORNIA,1985,9,138170.93,43566.26,24121.33,70483.33,324335.15,444082,10979,7.2
CALIFORNIA,1986,9,139042.68,43350.54,24592.33,71099.8,363779.7,464550,11258,6.7
COLORADO,1970,8,11402.52,4403.21,2165.03,4834.28,23709.75,25689,750.2,4.4
COLORADO,1971,8,11682.06,4535.52,2166.21,4980.33,25186.8,27341,787,4
COLORADO,1972,8,12010.91,4757.59,2133.49,5119.84,26010.17,29624,869.4,3.6
COLORADO,1973,8,12473.28,4982.21,2206.43,5284.65,27387.44,32417,936,3.4
COLORADO,1974,8,12964.14,5143.73,2312.49,5507.92,28763.31,33039,959.7,3.8
COLORADO,1975,8,13483.92,5223.11,2464.28,5796.53,29939.43,33593,963.5,6.9
COLORADO,1976,8,14090.24,5318.1,2617.61,6154.52,34680.9,35223,1003.4,5.9
COLORADO,1977,8,14736.89,5463.79,2747.31,6525.79,35116.03,37429,1058.1,6.2
COLORADO,1978,8,15240.49,5598.49,2887.92,6754.09,36213.58,40522,1150,5.6
COLORADO,1979,8,15711.11,5705.99,3078.37,6926.75,37674.72,42917,1218,4.8
COLORADO,1980,8,16272.57,5766.89,3274.49,7231.19,39349.98,43888,1251.1,5.9
COLORADO,1981,8,16692.71,5820.52,3564.34,7307.84,45660.95,44695,1295.2,5.5
COLORADO,1982,8,17027.51,5846.02,3719.04,7462.46,47010.56,45252,1316.6,7.7
COLORADO,1983,8,17388.99,5877.85,3898.86,7612.28,47724.11,46523,1327.2,6.6
COLORADO,1984,8,17785.25,5942.8,4000.29,7842.15,48372.91,49332,1402.3,5.6
COLORADO,1985,8,18327.11,6057.5,4153.07,8116.55,49793.31,50820,1418.7,5.9
COLORADO,1986,8,18889.54,6148.8,4340.24,8400.5,47485.05,51781,1408.3,7.4
DELAWARE,1970,5,4250.95,2078.95,234.23,1937.77,6108.14,6863,216.8,4.8
DELAWARE,1971,5,4405.91,2076.73,230.51,2098.67,6361.22,7399,224.9,5.7
DELAWARE,1972,5,4560.71,2105.3,233.59,2221.82,6602.65,7829,232.4,4.7
DELAWARE,1973,5,4725.12,2125.88,283.84,2315.4,6892.09,8604,239.4,4.6
DELAWARE,1974,5,4927.52,2195.49,324.32,2407.71,7263.84,7777,233.1,6
DELAWARE,1975,5,4988.37,2197.46,349.68,2441.23,7624.03,7625,229.9,9.7
DELAWARE,1976,5,4959.87,2161.42,358.6,2439.86,7706.19,8061,236.7,8.9
DELAWARE,1977,5,4958.47,2158.95,400.11,2399.41,7845.75,8313,238.8,8.4
DELAWARE,1978,5,4954.21,2134.89,440.95,2378.38,8100.95,8390,247.8,7.5
DELAWARE,1979,5,4936.91,2103.91,482.11,2350.89,8435.96,8360,256.7,8
DELAWARE,1980,5,4868.74,2071.23,488.36,2309.14,8811.38,8200,259.2,7.7
DELAWARE,1981,5,4825.97,2050.14,491.43,2284.4,9049.52,8344,259.2,7.9
DELAWARE,1982,5,4786.37,2038.78,487.77,2259.82,9327.72,8435,259.2,8.5
DELAWARE,1983,5,4768.17,2029.77,482.47,2255.93,9486.76,8883,266.1,8.1
DELAWARE,1984,5,4743.86,2037.26,483.3,2223.3,9630.61,9347,280,6.2
DELAWARE,1985,5,4731.49,2043.62,490.68,2197.2,9921.23,9699,293.4,5.3
DELAWARE,1986,5,4716.73,2052.16,492.03,2172.53,10655,10072,303.2,4.3
IDAHO,1970,8,3410.22,2193.99,267.56,948.67,9202.07,7175,207.8,5.8
IDAHO,1971,8,3579.67,2276.68,256.47,1046.52,9488.47,7255,217.1,6.3
IDAHO,1972,8,3676.22,2353.72,247.87,1074.64,9756.4,7898,236.5,6.2
IDAHO,1973,8,3737.66,2399.18,236.98,1101.51,10251.95,8352,251.7,5.6
IDAHO,1974,8,3813.94,2467.04,228.46,1118.44,10725.66,8970,266.8,6
IDAHO,1975,8,3942.37,2531.4,229.86,1181.11,11134.59,9099,273,6.2
IDAHO,1976,8,4105.58,2563.07,249.94,1292.56,12401.79,9709,291,5.7
IDAHO,1977,8,4255.84,2606.65,271.88,1377.31,12498.22,9967,307.4,6.1
IDAHO,1978,8,4398.05,2674.18,289.18,1434.7,12813.38,10828,331.3,5.6
IDAHO,1979,8,4522.19,2724.98,298.74,1498.47,13264.09,10924,338,5.6
IDAHO,1980,8,4605.7,2740.64,324.21,1540.85,13771.17,11002,330,7.9
IDAHO,1981,8,4667.31,2753.25,337.06,1577,13808.97,10959,327.8,7.5
IDAHO,1982,8,4699.95,2749.25,347.34,1603.36,14020.3,10432,312.2,9.9
IDAHO,1983,8,4710.03,2756.72,359.68,1593.63,14028.64,10879,317.9,9.8
IDAHO,1984,8,4769.76,2794.78,376.04,1598.95,14049.02,11262,330.5,7.2
IDAHO,1985,8,4819.32,2838.03,382.94,1598.36,14290.67,11815,336,8
IDAHO,1986,8,4890.92,2886.07,406.41,1598.44,13612.16,11672,328.2,8.7
ILLINOIS,1970,3,52197.49,23582.87,6361.94,22252.68,114860.83,145792,4345.6,4.1
ILLINOIS,1971,3,53805.62,23841.66,6579.1,23384.86,119783.11,148503,4296.4,5.1
ILLINOIS,1972,3,55540.36,24602.76,6675.74,24261.85,124239.59,154413,4314.8,5.1
ILLINOIS,1973,3,57288.3,25448.17,6807.99,25032.14,129514.1,163125,4466.9,4.1
ILLINOIS,1974,3,58984.18,25806.09,7107,26071.09,136292.35,161725,4545.7,4.5
ILLINOIS,1975,3,60139.25,26068.87,7342.22,26728.17,142558.62,157366,4418.9,7.1
ILLINOIS,1976,3,61104.4,26325.26,7522.85,27256.29,140831.43,163112,4565.7,6.5
ILLINOIS,1977,3,62200.83,26835.52,7669.6,27695.71,146285.62,168627,4655.5,6.2
ILLINOIS,1978,3,63096.48,27300.22,8004.98,27791.28,150855.46,173767,4788.8,6
ILLINOIS,1979,3,63642.81,27247.22,8491.35,27904.24,156751.98,173817,4880,5.5
ILLINOIS,1980,3,64003.03,27237.54,9047.41,27718.08,163355.48,165722,4850.3,8.3
ILLINOIS,1981,3,64549.3,27406.33,9523.64,27619.33,150688.85,166029,4732.3,8.5
ILLINOIS,1982,3,65064.2,27568.5,10218,27277.69,154806.13,159778,4593.3,11
ILLINOIS,1983,3,64751.99,27483,10436.04,26832.94,157095.8,160856,4530.6,11
ILLINOIS,1984,3,64460.25,27590.53,10485.73,26383.99,159388,173602,4672.3,9.1
ILLINOIS,1985,3,64487.38,27811.57,10532.95,26142.86,164794.5,178493,4755.3,9
ILLINOIS,1986,3,64726.05,28101.57,10577.77,26046.72,161198.99,183849,4790.7,8.1
INDIANA,1970,3,20813.65,8904.96,2814.86,9093.83,63646.79,56769,1849,5
INDIANA,1971,3,21665.6,9140.25,2919.6,9605.74,65528.57,58540,1841.1,5.7
INDIANA,1972,3,22368.04,9391.29,2929.94,10046.81,67722.97,61613,1921.9,4.5
INDIANA,1973,3,23230.94,9696.29,2947.49,10587.15,70189.83,66534,2028.1,4.2
INDIANA,1974,3,23652.3,9913.98,2918.14,10820.17,73448.9,64313,2031.4,5.9
INDIANA,1975,3,23945.55,10038.12,2932.54,10974.88,76823.26,61200,1941.7,8.6
INDIANA,1976,3,24259.12,10178.36,3017.66,11063.1,74736.15,65479,2023.8,6.1
INDIANA,1977,3,24506.31,10409.08,3014.11,11083.12,77477.95,68832,2114,5.7
INDIANA,1978,3,24639.62,10518.94,3026.38,11094.31,79763.07,71717,2205.5,5.7
INDIANA,1979,3,24744.99,10536,3082.76,11126.23,82742.13,72047,2236.3,6.4
INDIANA,1980,3,24799.68,10574.03,3142.24,11083.41,86012.21,67930,2129.5,9.6
INDIANA,1981,3,24976.64,10619.58,3210.15,11146.9,80364.43,68135,2114.4,10
INDIANA,1982,3,25108.79,10618.71,3297.4,11192.68,82361.44,64042,2028,12
INDIANA,1983,3,24983.98,10558.11,3284.13,11141.74,83359.59,65211,2029.5,11
INDIANA,1984,3,24835.6,10481.99,3311.04,11042.58,83946.98,70975,2122.3,8.6
INDIANA,1985,3,24905.94,10532.65,3376.2,10997.08,85849.71,73392,2168.6,7.9
INDIANA,1986,3,24924.85,10567.2,3377.17,10980.47,87053.98,75924,2221.8,6.8
IOWA,1970,4,14728.51,8684.87,1377.5,4666.14,33400.46,29173,876.9,3.7
IOWA,1971,4,15311.03,8926.99,1451.36,4932.67,34819.44,29312,882.7,4.2
IOWA,1972,4,15657.48,9144.08,1508.06,5005.33,35846.9,31159,912.3,3.6
IOWA,1973,4,16006.47,9424.4,1508.45,5073.62,37693.89,33798,961.3,2.9
IOWA,1974,4,16159.2,9571.66,1518,5069.54,39460.57,33591,999,3
IOWA,1975,4,16414.32,9677.48,1567.76,5169.08,41068.52,34378,998.7,4.3
IOWA,1976,4,16766.52,9770.03,1682.16,5314.33,43868.88,35752,1036.9,4
IOWA,1977,4,17166.76,9948.06,1822.71,5395.98,46649.69,37277,1079.2,4
IOWA,1978,4,17407.43,10038.99,1972.05,5396.38,47977.54,39087,1119.2,4
IOWA,1979,4,17722.68,10112.22,2114.49,5495.97,49653.76,39863,1131.7,4.1
IOWA,1980,4,17928.92,10183.36,2148.16,5597.4,51530.31,38919,1109.9,5.8
IOWA,1981,4,18050.52,10188.72,2154.55,5707.25,47985.77,40630,1088.6,6.9
IOWA,1982,4,18141.76,10187.89,2132.8,5821.07,48698.55,37634,1041.9,8.5
IOWA,1983,4,18240.5,10187.06,2184.02,5869.42,48731.5,35937,1040.4,8.1
IOWA,1984,4,18203.48,10197.84,2252.53,5753.11,48741.81,38704,1074.7,7
IOWA,1985,4,18288.61,10286.39,2319.88,5682.34,49781.83,39344,1074.2,8
IOWA,1986,4,18436.18,10397.5,2393.84,5644.84,43209.95,40425,1073.8,7
KANSAS,1970,4,11115.57,5988.83,1449.42,3677.32,33207.74,26311,678.8,4.8
KANSAS,1971,4,11595.03,6098.1,1515.59,3981.34,34117.09,26950,677.8,5.5
KANSAS,1972,4,11854.06,6226.46,1527.8,4099.8,34862.71,28330,717.5,4
KANSAS,1973,4,12137.4,6368.52,1513.71,4255.17,36179.12,29486,763.3,3.1
KANSAS,1974,4,12412.46,6488.52,1542.5,4381.44,37588.65,29506,790,3.5
KANSAS,1975,4,12792.34,6542.8,1599.35,4650.19,38828.22,29530,801.2,4.6
KANSAS,1976,4,13023.89,6628.42,1632.99,4762.47,41282.58,30655,834.8,4.2
KANSAS,1977,4,13386.6,6753.55,1691.7,4941.35,41246.04,31032,871,4.1
KANSAS,1978,4,13726.24,6830.98,1757.29,5137.97,42277.86,32232,912.5,3
KANSAS,1979,4,14157.68,6863.58,1838.2,5455.9,43689.61,33680,946.8,3.4
KANSAS,1980,4,14479.94,6919.83,1889.43,5670.69,45281.71,32844,944.7,4.5
KANSAS,1981,4,14855.02,7018.71,1953.03,5883.27,47858.83,33707,949.7,4.2
KANSAS,1982,4,15082.15,7104.16,2018.15,5959.84,49569.38,33287,921.4,6.3
KANSAS,1983,4,15062.88,7150.68,2053.86,5858.35,49688.66,33638,921.6,6.1
KANSAS,1984,4,15116.06,7177.68,2121.44,5816.94,49959.27,35582,960.8,5.2
KANSAS,1985,4,15145.49,7222.85,2181.94,5740.71,51037.85,36560,967.9,5
KANSAS,1986,4,15216.66,7310.79,2232.58,5673.29,51347.26,37783,984.8,5.4
KENTUCKY,1970,6,16035.09,9021.31,1706.76,5307.01,30525.64,32182,910.1,5
KENTUCKY,1971,6,16706.92,9280.45,1711.3,5715.17,31822.72,33276,931.5,5.5
KENTUCKY,1972,6,17169.23,9606.59,1708.68,5853.96,32994.5,35351,988.3,4.8
KENTUCKY,1973,6,17697.13,10008.41,1723.18,5965.55,34039.58,37305,1038.6,4.4
KENTUCKY,1974,6,18263.75,10372.71,1773.45,6117.59,35741.89,37458,1065.9,4.5
KENTUCKY,1975,6,18624.45,10505.77,1906.71,6211.97,37366.28,36717,1057.6,7.3
KENTUCKY,1976,6,18945.26,10588,2019.97,6337.29,41587.55,39138,1103.1,5.6
KENTUCKY,1977,6,19294.6,10701.7,2124.99,6467.91,42985.92,41137,1148.3,4.7
KENTUCKY,1978,6,19572.86,10809.85,2169.76,6593.24,44402.66,43098,1209.9,5.2
KENTUCKY,1979,6,19948.68,11017.87,2246.22,6684.6,46082.95,44188,1245.4,5.6
KENTUCKY,1980,6,20585.01,11367.36,2363.19,6854.46,47878.44,42637,1210,8
KENTUCKY,1981,6,21116.39,11721.16,2400.49,6994.74,47983.96,43595,1196,8.4
KENTUCKY,1982,6,21308.34,11933.89,2390.23,6984.21,49141.96,42286,1160.7,11
KENTUCKY,1983,6,21162.34,12008.09,2365.05,6789.2,49720.78,42668,1152.3,12
KENTUCKY,1984,6,21032.34,12056.3,2350.25,6625.79,50066.78,45998,1213.8,9.3
KENTUCKY,1985,6,21052.49,12171.63,2355.38,6525.48,51135.28,46753,1250.3,9.5
KENTUCKY,1986,6,20959.34,12139.07,2338.37,6481.89,51911.38,47502,1274.1,9.3
MAINE,1970,1,3868.87,2206.79,482.69,1179.39,9305.13,8844,332.2,5.7
MAINE,1971,1,3999.86,2256.43,494.98,1248.46,9582.6,8958,332.3,7.6
MAINE,1972,1,4167.61,2335.08,505.6,1326.92,9906.21,9449,343.7,7
MAINE,1973,1,4272.26,2427.57,515.68,1329.01,10255.45,9949,354.8,5.9
MAINE,1974,1,4394.33,2485.16,549.75,1359.42,10747.95,9976,361.5,6.7
MAINE,1975,1,4529.86,2515.26,579.48,1435.12,11224.5,9672,356.9,10
MAINE,1976,1,4593.66,2518.41,610.57,1464.69,11017.15,10555,375.3,8.9
MAINE,1977,1,4662.84,2521.78,673.27,1467.79,11201.57,10916,387.8,8.4
MAINE,1978,1,4813.68,2531.39,862.79,1419.5,11494.06,11434,405.6,6.2
MAINE,1979,1,4931.13,2541.84,983.92,1405.36,11929.56,11765,415.9,7.2
MAINE,1980,1,4991.87,2553.75,1023.49,1414.64,12404.6,11731,418.3,7.8
MAINE,1981,1,5009.05,2559.1,1040.72,1409.24,11733.6,12013,419.2,7.2
MAINE,1982,1,4976.6,2536.96,1032.93,1406.72,12095.07,12099,415.5,8.6
MAINE,1983,1,4952.99,2540.19,1023.46,1389.35,12308.54,12813,425,9
MAINE,1984,1,4941.74,2536.66,1017.56,1387.53,12475.82,13652,445.7,6.1
MAINE,1985,1,4942.55,2526.87,1037.07,1378.6,12817.15,14238,458.4,5.4
MAINE,1986,1,4939.7,2535.26,1044.48,1359.97,13919.23,15056,477.4,5.3
MASSACHUSETTS,1970,1,21923.28,8541.89,2240.2,11141.18,37917.57,64429,2243.5,4.6
MASSACHUSETTS,1971,1,23177.83,8871.26,2363.06,11943.51,39727.03,65276,2211.4,6.6
MASSACHUSETTS,1972,1,24385.09,9022.56,2540.81,12821.72,41461.37,68096,2251.7,6.4
MASSACHUSETTS,1973,1,25765.21,9033.16,2755.1,13976.94,43388.76,70876,2333.5,6.7
MASSACHUSETTS,1974,1,27100.33,9074.66,2863.37,15162.3,45943.04,68955,2353.7,7.2
MASSACHUSETTS,1975,1,28204.28,9114.56,2980.54,16109.18,48221.47,66448,2273.1,11
MASSACHUSETTS,1976,1,28752.82,9101.4,3198.66,16452.76,45024.55,68467,2323.5,9.5
MASSACHUSETTS,1977,1,29171.97,9098.1,3366.41,16707.46,46061.69,71258,2416,8.1
MASSACHUSETTS,1978,1,29202.12,9123.64,3466.1,16612.37,47564.53,73575,2526.3,6.1
MASSACHUSETTS,1979,1,29455.5,9169.85,3718.09,16567.56,49564.81,75180,2603.5,5.5
MASSACHUSETTS,1980,1,29999.21,9146.15,4015.43,16837.63,51862.37,75289,2652.2,5.6
MASSACHUSETTS,1981,1,30166.12,9094.17,4216.05,16855.91,54146.22,77490,2668.3,6.4
MASSACHUSETTS,1982,1,30190.87,9076.55,4277.85,16836.47,55990.97,77166,2638,7.9
MASSACHUSETTS,1983,1,30221.77,9034.17,4320.64,16866.96,57244.08,82489,2692.5,6.9
MASSACHUSETTS,1984,1,30352.69,9031.48,4381.02,16940.19,58684.77,90684,2851.8,4.8
MASSACHUSETTS,1985,1,30497.51,9004.18,4451.55,17041.78,61180.21,96698,2926,3.9
MASSACHUSETTS,1986,1,30795.56,8984.76,4558.94,17251.86,69574.24,102279,2984.8,3.8
MISSOURI,1970,4,19464.98,9512.8,2571.06,7381.12,43905.35,50196,1668,3.3
MISSOURI,1971,4,20393.17,9928.55,2701.12,7763.5,46044.28,51945,1660.8,4.9
MISSOURI,1972,4,21288.19,10282.11,2803.23,8202.85,47785.13,54198,1700.1,4.2
MISSOURI,1973,4,22079.1,10518.19,2798.25,8762.66,49585.63,56789,1770.6,3.7
MISSOURI,1974,4,22475.35,10658.22,2787.58,9029.55,52270.92,55056,1789.5,4.5
MISSOURI,1975,4,22839.32,10880.54,2774.79,9183.98,54632.86,53932,1740.6,6.2
MISSOURI,1976,4,23032.56,10949.45,2804.81,9278.3,54083.75,57183,1797.8,6.2
MISSOURI,1977,4,23236.14,11026.81,2899.28,9310.05,55279.22,60424,1861.8,5.9
MISSOURI,1978,4,23393.53,11140.36,3006.6,9246.57,56916.63,63375,1953.1,5
MISSOURI,1979,4,23545.2,11165.62,3174.4,9205.17,59048.79,64333,2011.1,4.5
MISSOURI,1980,4,23670.64,11257.64,3244.45,9168.55,61409.73,61574,1969.8,7.2
MISSOURI,1981,4,23947.15,11287.89,3375.57,9283.69,61738.44,62540,1956.3,7.7
MISSOURI,1982,4,24084.48,11257.3,3526.02,9301.16,63186.99,61226,1922.4,9.2
MISSOURI,1983,4,23957.04,11186.57,3560.48,9209.99,63907.08,63655,1937,9.9
MISSOURI,1984,4,23782.61,11168.62,3544.61,9069.39,64752.02,68490,2032.7,7.2
MISSOURI,1985,4,23761.7,11134.25,3572.77,9054.68,66783.29,70830,2094.7,6.4
MISSOURI,1986,4,23855.97,11224.66,3593.45,9037.86,68087.26,72629,2142.6,6.1
NEVADA,1970,8,3768.6,1993.17,464.21,1311.21,10805.73,7354,203.3,5.9
NEVADA,1971,8,3877.35,2042.4,481.2,1353.76,11252.01,7599,210.5,7
NEVADA,1972,8,4033.14,2094.25,508.15,1430.73,11706.31,8076,223.4,7
NEVADA,1973,8,4160.79,2116.82,508.31,1535.66,12261.06,8774,244.6,6.2
NEVADA,1974,8,4296.97,2155.53,513.74,1627.7,12901.95,8861,256.1,7.5
NEVADA,1975,8,4402.1,2158.46,514.36,1729.28,13377.1,9084,263.1,9.7
NEVADA,1976,8,4500.21,2165.37,538.63,1796.21,15048.03,9720,279.8,9
NEVADA,1977,8,4574.27,2174.66,572.23,1827.37,15231.21,10673,308.2,7
NEVADA,1978,8,4646.28,2195.82,606.32,1844.14,15437.13,12233,350.3,4.4
NEVADA,1979,8,4766.05,2243.79,616.74,1905.53,15781.26,13343,383.7,5.1
NEVADA,1980,8,4935.36,2276.73,711.72,1946.91,16264.91,13991,399.9,6.2
NEVADA,1981,8,5188.56,2321.8,839.08,2027.68,17556.21,14365,411.2,7.1
NEVADA,1982,8,5381.96,2368.03,886.05,2127.88,17981.16,13796,401.1,10
NEVADA,1983,8,5500.17,2389.52,918.29,2192.36,18297.17,14103,402.8,9.8
NEVADA,1984,8,5695,2455.39,997.68,2241.92,18813.07,14790,426,7.8
NEVADA,1985,8,5856.9,2508.07,1049.48,2299.35,19705.62,15474,446.4,8
NEVADA,1986,8,6003,2574.74,1082.71,2345.55,22724.26,16092,468.1,6
NEW_HAMPSHIRE,1970,1,3085.49,1889.29,254.57,941.63,5957.55,6852,258.5,3.3
NEW_HAMPSHIRE,1971,1,3247.53,1943.53,275.04,1028.95,6436.54,7042,259.9,4.7
NEW_HAMPSHIRE,1972,1,3419.24,2008.2,302.67,1108.37,6680.89,7516,278.5,4.5
NEW_HAMPSHIRE,1973,1,3559.45,2057.3,322.28,1179.87,6965.5,8098,297.8,3.9
NEW_HAMPSHIRE,1974,1,3688.39,2124.83,372.7,1190.86,7332.32,8016,300.3,3.6
NEW_HAMPSHIRE,1975,1,3783.91,2167.52,397.66,1218.73,7671.07,7819,292.8,9
NEW_HAMPSHIRE,1976,1,3915.38,2214.32,428.63,1272.44,7536.15,8470,313.4,6.4
NEW_HAMPSHIRE,1977,1,4084.04,2257.39,476.3,1350.35,7674.13,9084,337.1,5.9
NEW_HAMPSHIRE,1978,1,4223.59,2301.79,511.67,1410.14,7886.88,10002,359.6,3.8
NEW_HAMPSHIRE,1979,1,4329.97,2333.25,567.87,1428.85,8200.74,10572,378.5,3.1
NEW_HAMPSHIRE,1980,1,4348.94,2342.18,560.2,1446.56,8562.82,10738,385.4,4.7
NEW_HAMPSHIRE,1981,1,4369.35,2344.09,578.84,1446.42,9134.69,11332,394.6,5
NEW_HAMPSHIRE,1982,1,4353.02,2330.25,607.17,1415.59,9412.72,11606,394.4,7.4
NEW_HAMPSHIRE,1983,1,4333.41,2314.9,622.69,1395.82,9575.38,12743,409.5,5.4
NEW_HAMPSHIRE,1984,1,4324.98,2327.25,624.39,1373.34,9751.27,14100,441.5,4.3
NEW_HAMPSHIRE,1985,1,4316.63,2337.76,633.79,1345.08,10057.05,15541,466,3.9
NEW_HAMPSHIRE,1986,1,4331.54,2350.11,637.52,1343.91,11863.55,17073,490.1,2.8
NEW_YORK,1970,2,106893.49,34674.49,10536.87,61682.14,136663.66,242791,7156.4,4.5
NEW_YORK,1971,2,110931.96,35397.65,11005.89,64528.42,142795.91,245018,7011.4,6.6
NEW_YORK,1972,2,115957.66,36040.1,11844.87,68072.7,149415.66,251249,7038.5,6.7
NEW_YORK,1973,2,121450.05,36678.41,12806.81,71964.82,157017.53,258498,7132.2,5.4
NEW_YORK,1974,2,126498.16,36709.33,14026.58,75762.25,166920.58,250208,7077.1,6.3
NEW_YORK,1975,2,131097.03,36931.52,15461.48,78704.03,175080.71,242463,6829.9,9.5
NEW_YORK,1976,2,134166.03,36848.64,16674.44,80642.95,153578.05,245161,6789.5,10
NEW_YORK,1977,2,134701.89,36486.69,17487.05,80728.14,156804.67,251092,6857.6,9.1
NEW_YORK,1978,2,134632.83,36064.57,18001.42,80566.85,162223.44,254194,7044.5,7.7
NEW_YORK,1979,2,134765.25,35899.56,18904.65,79961.03,169324.73,254314,7179.4,7.1
NEW_YORK,1980,2,134166.71,35837.95,19440.64,78888.13,177499.16,249770,7207.1,7.5
NEW_YORK,1981,2,133207.7,35638.22,20032.22,77537.26,173471.27,256199,7287.3,7.6
NEW_YORK,1982,2,132189.18,35797.68,20063.48,76328.03,179574.26,255686,7254.6,8.6
NEW_YORK,1983,2,131808.83,35777.56,20119.85,75911.43,183921.34,267916,7313.3,8.6
NEW_YORK,1984,2,131365.12,35970.24,20223.34,75171.54,189443.48,285080,7570.4,7.2
NEW_YORK,1985,2,131529.92,36063.88,20459.67,75006.37,199426.84,296381,7751.3,6.5
NEW_YORK,1986,2,132203.02,36270.34,20695.61,75237.07,199092.6,309273,7907.9,6.3
NORTH_CAROLINA,1970,5,16840,7670.09,2354.23,6815.68,43497.41,48047,1782.7,4.3
